experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
0,Actor,GCN,8,64,1,0
1,Actor,GCN,8,64,1,1
2,Actor,GCN,8,64,1,2
3,Actor,GCN,8,64,1,3
4,Actor,GCN,8,64,1,4
5,Actor,GCN,8,64,1,5
6,Actor,GCN,8,64,1,6
7,Actor,GCN,8,64,1,7
8,Actor,GCN,8,64,1,8
9,Actor,GCN,8,64,1,9
10,Actor,GCN,8,128,1,0
11,Actor,GCN,8,128,1,1
12,Actor,GCN,8,128,1,2
13,Actor,GCN,8,128,1,3
14,Actor,GCN,8,128,1,4
15,Actor,GCN,8,128,1,5
16,Actor,GCN,8,128,1,6
17,Actor,GCN,8,128,1,7
18,Actor,GCN,8,128,1,8
19,Actor,GCN,8,128,1,9
20,Actor,GCN,16,64,1,0
21,Actor,GCN,16,64,1,1
22,Actor,GCN,16,64,1,2
23,Actor,GCN,16,64,1,3
24,Actor,GCN,16,64,1,4
25,Actor,GCN,16,64,1,5
26,Actor,GCN,16,64,1,6
27,Actor,GCN,16,64,1,7
28,Actor,GCN,16,64,1,8
29,Actor,GCN,16,64,1,9
30,Actor,GCN,16,128,1,0
31,Actor,GCN,16,128,1,1
32,Actor,GCN,16,128,1,2
33,Actor,GCN,16,128,1,3
34,Actor,GCN,16,128,1,4
35,Actor,GCN,16,128,1,5
36,Actor,GCN,16,128,1,6
37,Actor,GCN,16,128,1,7
38,Actor,GCN,16,128,1,8
39,Actor,GCN,16,128,1,9
40,Actor,GCN,32,64,1,0
41,Actor,GCN,32,64,1,1
42,Actor,GCN,32,64,1,2
43,Actor,GCN,32,64,1,3
44,Actor,GCN,32,64,1,4
45,Actor,GCN,32,64,1,5
46,Actor,GCN,32,64,1,6
47,Actor,GCN,32,64,1,7
48,Actor,GCN,32,64,1,8
49,Actor,GCN,32,64,1,9
50,Actor,GCN,32,128,1,0
51,Actor,GCN,32,128,1,1
52,Actor,GCN,32,128,1,2
53,Actor,GCN,32,128,1,3
54,Actor,GCN,32,128,1,4
55,Actor,GCN,32,128,1,5
56,Actor,GCN,32,128,1,6
57,Actor,GCN,32,128,1,7
58,Actor,GCN,32,128,1,8
59,Actor,GCN,32,128,1,9
60,Actor,GAT,8,64,1,0
61,Actor,GAT,8,64,1,1
62,Actor,GAT,8,64,1,2
63,Actor,GAT,8,64,1,3
64,Actor,GAT,8,64,1,4
65,Actor,GAT,8,64,1,5
66,Actor,GAT,8,64,1,6
67,Actor,GAT,8,64,1,7
68,Actor,GAT,8,64,1,8
69,Actor,GAT,8,64,1,9
70,Actor,GAT,8,128,1,0
71,Actor,GAT,8,128,1,1
72,Actor,GAT,8,128,1,2
73,Actor,GAT,8,128,1,3
74,Actor,GAT,8,128,1,4
75,Actor,GAT,8,128,1,5
76,Actor,GAT,8,128,1,6
77,Actor,GAT,8,128,1,7
78,Actor,GAT,8,128,1,8
79,Actor,GAT,8,128,1,9
80,Actor,GAT,16,64,1,0
81,Actor,GAT,16,64,1,1
82,Actor,GAT,16,64,1,2
83,Actor,GAT,16,64,1,3
84,Actor,GAT,16,64,1,4
85,Actor,GAT,16,64,1,5
86,Actor,GAT,16,64,1,6
87,Actor,GAT,16,64,1,7
88,Actor,GAT,16,64,1,8
89,Actor,GAT,16,64,1,9
90,Actor,GAT,16,128,1,0
91,Actor,GAT,16,128,1,1
92,Actor,GAT,16,128,1,2
93,Actor,GAT,16,128,1,3
94,Actor,GAT,16,128,1,4
95,Actor,GAT,16,128,1,5
96,Actor,GAT,16,128,1,6
97,Actor,GAT,16,128,1,7
98,Actor,GAT,16,128,1,8
99,Actor,GAT,16,128,1,9
100,Actor,GAT,32,64,1,0
101,Actor,GAT,32,64,1,1
102,Actor,GAT,32,64,1,2
103,Actor,GAT,32,64,1,3
104,Actor,GAT,32,64,1,4
105,Actor,GAT,32,64,1,5
106,Actor,GAT,32,64,1,6
107,Actor,GAT,32,64,1,7
108,Actor,GAT,32,64,1,8
109,Actor,GAT,32,64,1,9
110,Actor,GAT,32,128,1,0
111,Actor,GAT,32,128,1,1
112,Actor,GAT,32,128,1,2
113,Actor,GAT,32,128,1,3
114,Actor,GAT,32,128,1,4
115,Actor,GAT,32,128,1,5
116,Actor,GAT,32,128,1,6
117,Actor,GAT,32,128,1,7
118,Actor,GAT,32,128,1,8
119,Actor,GAT,32,128,1,9
120,Actor,GraphSAGE,8,64,1,0
121,Actor,GraphSAGE,8,64,1,1
122,Actor,GraphSAGE,8,64,1,2
123,Actor,GraphSAGE,8,64,1,3
124,Actor,GraphSAGE,8,64,1,4
125,Actor,GraphSAGE,8,64,1,5
126,Actor,GraphSAGE,8,64,1,6
127,Actor,GraphSAGE,8,64,1,7
128,Actor,GraphSAGE,8,64,1,8
129,Actor,GraphSAGE,8,64,1,9
130,Actor,GraphSAGE,8,128,1,0
131,Actor,GraphSAGE,8,128,1,1
132,Actor,GraphSAGE,8,128,1,2
133,Actor,GraphSAGE,8,128,1,3
134,Actor,GraphSAGE,8,128,1,4
135,Actor,GraphSAGE,8,128,1,5
136,Actor,GraphSAGE,8,128,1,6
137,Actor,GraphSAGE,8,128,1,7
138,Actor,GraphSAGE,8,128,1,8
139,Actor,GraphSAGE,8,128,1,9
140,Actor,GraphSAGE,16,64,1,0
141,Actor,GraphSAGE,16,64,1,1
142,Actor,GraphSAGE,16,64,1,2
143,Actor,GraphSAGE,16,64,1,3
144,Actor,GraphSAGE,16,64,1,4
145,Actor,GraphSAGE,16,64,1,5
146,Actor,GraphSAGE,16,64,1,6
147,Actor,GraphSAGE,16,64,1,7
148,Actor,GraphSAGE,16,64,1,8
149,Actor,GraphSAGE,16,64,1,9
150,Actor,GraphSAGE,16,128,1,0
151,Actor,GraphSAGE,16,128,1,1
152,Actor,GraphSAGE,16,128,1,2
153,Actor,GraphSAGE,16,128,1,3
154,Actor,GraphSAGE,16,128,1,4
155,Actor,GraphSAGE,16,128,1,5
156,Actor,GraphSAGE,16,128,1,6
157,Actor,GraphSAGE,16,128,1,7
158,Actor,GraphSAGE,16,128,1,8
159,Actor,GraphSAGE,16,128,1,9
160,Actor,GraphSAGE,32,64,1,0
161,Actor,GraphSAGE,32,64,1,1
162,Actor,GraphSAGE,32,64,1,2
163,Actor,GraphSAGE,32,64,1,3
164,Actor,GraphSAGE,32,64,1,4
165,Actor,GraphSAGE,32,64,1,5
166,Actor,GraphSAGE,32,64,1,6
167,Actor,GraphSAGE,32,64,1,7
168,Actor,GraphSAGE,32,64,1,8
169,Actor,GraphSAGE,32,64,1,9
