experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
74,Amazon-Ratings,GAT,8,128,1,4
75,Amazon-Ratings,GAT,8,128,1,5
76,Amazon-Ratings,GAT,8,128,1,6
77,Amazon-Ratings,GAT,8,128,1,7
78,Amazon-Ratings,GAT,8,128,1,8
79,Amazon-Ratings,GAT,8,128,1,9
80,Amazon-Ratings,GAT,16,64,1,0
81,Amazon-Ratings,GAT,16,64,1,1
82,Amazon-Ratings,GAT,16,64,1,2
83,Amazon-Ratings,GAT,16,64,1,3
84,Amazon-Ratings,GAT,16,64,1,4
85,Amazon-Ratings,GAT,16,64,1,5
86,Amazon-Ratings,GAT,16,64,1,6
87,Amazon-Ratings,GAT,16,64,1,7
88,Amazon-Ratings,GAT,16,64,1,8
89,Amazon-Ratings,GAT,16,64,1,9
90,Amazon-Ratings,GAT,16,128,1,0
91,Amazon-Ratings,GAT,16,128,1,1
92,Amazon-Ratings,GAT,16,128,1,2
93,Amazon-Ratings,GAT,16,128,1,3
94,Amazon-Ratings,GAT,16,128,1,4
95,Amazon-Ratings,GAT,16,128,1,5
96,Amazon-Ratings,GAT,16,128,1,6
97,Amazon-Ratings,GAT,16,128,1,7
98,Amazon-Ratings,GAT,16,128,1,8
99,Amazon-Ratings,GAT,16,128,1,9
100,Amazon-Ratings,GAT,32,64,1,0
101,Amazon-Ratings,GAT,32,64,1,1
102,Amazon-Ratings,GAT,32,64,1,2
103,Amazon-Ratings,GAT,32,64,1,3
104,Amazon-Ratings,GAT,32,64,1,4
105,Amazon-Ratings,GAT,32,64,1,5
106,Amazon-Ratings,GAT,32,64,1,6
107,Amazon-Ratings,GAT,32,64,1,7
108,Amazon-Ratings,GAT,32,64,1,8
109,Amazon-Ratings,GAT,32,64,1,9
110,Amazon-Ratings,GAT,32,128,1,0
111,Amazon-Ratings,GAT,32,128,1,1
112,Amazon-Ratings,GAT,32,128,1,2
113,Amazon-Ratings,GAT,32,128,1,3
114,Amazon-Ratings,GAT,32,128,1,4
115,Amazon-Ratings,GAT,32,128,1,5
116,Amazon-Ratings,GAT,32,128,1,6
117,Amazon-Ratings,GAT,32,128,1,7
118,Amazon-Ratings,GAT,32,128,1,8
119,Amazon-Ratings,GAT,32,128,1,9
120,Amazon-Ratings,GraphSAGE,8,64,1,0
121,Amazon-Ratings,GraphSAGE,8,64,1,1
122,Amazon-Ratings,GraphSAGE,8,64,1,2
123,Amazon-Ratings,GraphSAGE,8,64,1,3
124,Amazon-Ratings,GraphSAGE,8,64,1,4
125,Amazon-Ratings,GraphSAGE,8,64,1,5
126,Amazon-Ratings,GraphSAGE,8,64,1,6
127,Amazon-Ratings,GraphSAGE,8,64,1,7
128,Amazon-Ratings,GraphSAGE,8,64,1,8
129,Amazon-Ratings,GraphSAGE,8,64,1,9
130,Amazon-Ratings,GraphSAGE,8,128,1,0
131,Amazon-Ratings,GraphSAGE,8,128,1,1
132,Amazon-Ratings,GraphSAGE,8,128,1,2
133,Amazon-Ratings,GraphSAGE,8,128,1,3
134,Amazon-Ratings,GraphSAGE,8,128,1,4
135,Amazon-Ratings,GraphSAGE,8,128,1,5
136,Amazon-Ratings,GraphSAGE,8,128,1,6
137,Amazon-Ratings,GraphSAGE,8,128,1,7
138,Amazon-Ratings,GraphSAGE,8,128,1,8
139,Amazon-Ratings,GraphSAGE,8,128,1,9
140,Amazon-Ratings,GraphSAGE,16,64,1,0
141,Amazon-Ratings,GraphSAGE,16,64,1,1
142,Amazon-Ratings,GraphSAGE,16,64,1,2
143,Amazon-Ratings,GraphSAGE,16,64,1,3
144,Amazon-Ratings,GraphSAGE,16,64,1,4
145,Amazon-Ratings,GraphSAGE,16,64,1,5
146,Amazon-Ratings,GraphSAGE,16,64,1,6
147,Amazon-Ratings,GraphSAGE,16,64,1,7
148,Amazon-Ratings,GraphSAGE,16,64,1,8
149,Amazon-Ratings,GraphSAGE,16,64,1,9
150,Amazon-Ratings,GraphSAGE,16,128,1,0
151,Amazon-Ratings,GraphSAGE,16,128,1,1
152,Amazon-Ratings,GraphSAGE,16,128,1,2
153,Amazon-Ratings,GraphSAGE,16,128,1,3
154,Amazon-Ratings,GraphSAGE,16,128,1,4
155,Amazon-Ratings,GraphSAGE,16,128,1,5
156,Amazon-Ratings,GraphSAGE,16,128,1,6
157,Amazon-Ratings,GraphSAGE,16,128,1,7
158,Amazon-Ratings,GraphSAGE,16,128,1,8
159,Amazon-Ratings,GraphSAGE,16,128,1,9
160,Amazon-Ratings,GraphSAGE,32,64,1,0
161,Amazon-Ratings,GraphSAGE,32,64,1,1
162,Amazon-Ratings,GraphSAGE,32,64,1,2
163,Amazon-Ratings,GraphSAGE,32,64,1,3
164,Amazon-Ratings,GraphSAGE,32,64,1,4
165,Amazon-Ratings,GraphSAGE,32,64,1,5
166,Amazon-Ratings,GraphSAGE,32,64,1,6
167,Amazon-Ratings,GraphSAGE,32,64,1,7
168,Amazon-Ratings,GraphSAGE,32,64,1,8
169,Amazon-Ratings,GraphSAGE,32,64,1,9
170,Amazon-Ratings,GraphSAGE,32,128,1,0
171,Amazon-Ratings,GraphSAGE,32,128,1,1
172,Amazon-Ratings,GraphSAGE,32,128,1,2
173,Amazon-Ratings,GraphSAGE,32,128,1,3
174,Amazon-Ratings,GraphSAGE,32,128,1,4
175,Amazon-Ratings,GraphSAGE,32,128,1,5
176,Amazon-Ratings,GraphSAGE,32,128,1,6
177,Amazon-Ratings,GraphSAGE,32,128,1,7
178,Amazon-Ratings,GraphSAGE,32,128,1,8
179,Amazon-Ratings,GraphSAGE,32,128,1,9
180,Amazon-Ratings,GCNPairNorm,8,64,1,0
181,Amazon-Ratings,GCNPairNorm,8,64,1,1
182,Amazon-Ratings,GCNPairNorm,8,64,1,2
183,Amazon-Ratings,GCNPairNorm,8,64,1,3
184,Amazon-Ratings,GCNPairNorm,8,64,1,4
185,Amazon-Ratings,GCNPairNorm,8,64,1,5
186,Amazon-Ratings,GCNPairNorm,8,64,1,6
187,Amazon-Ratings,GCNPairNorm,8,64,1,7
188,Amazon-Ratings,GCNPairNorm,8,64,1,8
189,Amazon-Ratings,GCNPairNorm,8,64,1,9
190,Amazon-Ratings,GCNPairNorm,8,128,1,0
191,Amazon-Ratings,GCNPairNorm,8,128,1,1
192,Amazon-Ratings,GCNPairNorm,8,128,1,2
193,Amazon-Ratings,GCNPairNorm,8,128,1,3
194,Amazon-Ratings,GCNPairNorm,8,128,1,4
195,Amazon-Ratings,GCNPairNorm,8,128,1,5
196,Amazon-Ratings,GCNPairNorm,8,128,1,6
197,Amazon-Ratings,GCNPairNorm,8,128,1,7
198,Amazon-Ratings,GCNPairNorm,8,128,1,8
199,Amazon-Ratings,GCNPairNorm,8,128,1,9
200,Amazon-Ratings,GCNPairNorm,16,64,1,0
201,Amazon-Ratings,GCNPairNorm,16,64,1,1
202,Amazon-Ratings,GCNPairNorm,16,64,1,2
203,Amazon-Ratings,GCNPairNorm,16,64,1,3
204,Amazon-Ratings,GCNPairNorm,16,64,1,4
205,Amazon-Ratings,GCNPairNorm,16,64,1,5
206,Amazon-Ratings,GCNPairNorm,16,64,1,6
207,Amazon-Ratings,GCNPairNorm,16,64,1,7
208,Amazon-Ratings,GCNPairNorm,16,64,1,8
209,Amazon-Ratings,GCNPairNorm,16,64,1,9
210,Amazon-Ratings,GCNPairNorm,16,128,1,0
211,Amazon-Ratings,GCNPairNorm,16,128,1,1
212,Amazon-Ratings,GCNPairNorm,16,128,1,2
213,Amazon-Ratings,GCNPairNorm,16,128,1,3
214,Amazon-Ratings,GCNPairNorm,16,128,1,4
215,Amazon-Ratings,GCNPairNorm,16,128,1,5
216,Amazon-Ratings,GCNPairNorm,16,128,1,6
217,Amazon-Ratings,GCNPairNorm,16,128,1,7
218,Amazon-Ratings,GCNPairNorm,16,128,1,8
219,Amazon-Ratings,GCNPairNorm,16,128,1,9
220,Amazon-Ratings,GCNPairNorm,32,64,1,0
221,Amazon-Ratings,GCNPairNorm,32,64,1,1
222,Amazon-Ratings,GCNPairNorm,32,64,1,2
223,Amazon-Ratings,GCNPairNorm,32,64,1,3
224,Amazon-Ratings,GCNPairNorm,32,64,1,4
225,Amazon-Ratings,GCNPairNorm,32,64,1,5
226,Amazon-Ratings,GCNPairNorm,32,64,1,6
227,Amazon-Ratings,GCNPairNorm,32,64,1,7
228,Amazon-Ratings,GCNPairNorm,32,64,1,8
229,Amazon-Ratings,GCNPairNorm,32,64,1,9
230,Amazon-Ratings,GCNPairNorm,32,128,1,0
231,Amazon-Ratings,GCNPairNorm,32,128,1,1
232,Amazon-Ratings,GCNPairNorm,32,128,1,2
233,Amazon-Ratings,GCNPairNorm,32,128,1,3
234,Amazon-Ratings,GCNPairNorm,32,128,1,4
235,Amazon-Ratings,GCNPairNorm,32,128,1,5
236,Amazon-Ratings,GCNPairNorm,32,128,1,6
237,Amazon-Ratings,GCNPairNorm,32,128,1,7
238,Amazon-Ratings,GCNPairNorm,32,128,1,8
239,Amazon-Ratings,GCNPairNorm,32,128,1,9
240,Amazon-Ratings,GATPairNorm,8,64,1,0
241,Amazon-Ratings,GATPairNorm,8,64,1,1
242,Amazon-Ratings,GATPairNorm,8,64,1,2
243,Amazon-Ratings,GATPairNorm,8,64,1,3
244,Amazon-Ratings,GATPairNorm,8,64,1,4
245,Amazon-Ratings,GATPairNorm,8,64,1,5
246,Amazon-Ratings,GATPairNorm,8,64,1,6
247,Amazon-Ratings,GATPairNorm,8,64,1,7
248,Amazon-Ratings,GATPairNorm,8,64,1,8
249,Amazon-Ratings,GATPairNorm,8,64,1,9
250,Amazon-Ratings,GATPairNorm,8,128,1,0
251,Amazon-Ratings,GATPairNorm,8,128,1,1
252,Amazon-Ratings,GATPairNorm,8,128,1,2
253,Amazon-Ratings,GATPairNorm,8,128,1,3
254,Amazon-Ratings,GATPairNorm,8,128,1,4
255,Amazon-Ratings,GATPairNorm,8,128,1,5
256,Amazon-Ratings,GATPairNorm,8,128,1,6
257,Amazon-Ratings,GATPairNorm,8,128,1,7
258,Amazon-Ratings,GATPairNorm,8,128,1,8
259,Amazon-Ratings,GATPairNorm,8,128,1,9
260,Amazon-Ratings,GATPairNorm,16,64,1,0
261,Amazon-Ratings,GATPairNorm,16,64,1,1
262,Amazon-Ratings,GATPairNorm,16,64,1,2
263,Amazon-Ratings,GATPairNorm,16,64,1,3
264,Amazon-Ratings,GATPairNorm,16,64,1,4
265,Amazon-Ratings,GATPairNorm,16,64,1,5
266,Amazon-Ratings,GATPairNorm,16,64,1,6
267,Amazon-Ratings,GATPairNorm,16,64,1,7
268,Amazon-Ratings,GATPairNorm,16,64,1,8
269,Amazon-Ratings,GATPairNorm,16,64,1,9
270,Amazon-Ratings,GATPairNorm,16,128,1,0
271,Amazon-Ratings,GATPairNorm,16,128,1,1
272,Amazon-Ratings,GATPairNorm,16,128,1,2
273,Amazon-Ratings,GATPairNorm,16,128,1,3
274,Amazon-Ratings,GATPairNorm,16,128,1,4
275,Amazon-Ratings,GATPairNorm,16,128,1,5
276,Amazon-Ratings,GATPairNorm,16,128,1,6
277,Amazon-Ratings,GATPairNorm,16,128,1,7
278,Amazon-Ratings,GATPairNorm,16,128,1,8
279,Amazon-Ratings,GATPairNorm,16,128,1,9
280,Amazon-Ratings,GATPairNorm,32,64,1,0
281,Amazon-Ratings,GATPairNorm,32,64,1,1
282,Amazon-Ratings,GATPairNorm,32,64,1,2
283,Amazon-Ratings,GATPairNorm,32,64,1,3
284,Amazon-Ratings,GATPairNorm,32,64,1,4
285,Amazon-Ratings,GATPairNorm,32,64,1,5
286,Amazon-Ratings,GATPairNorm,32,64,1,6
287,Amazon-Ratings,GATPairNorm,32,64,1,7
288,Amazon-Ratings,GATPairNorm,32,64,1,8
289,Amazon-Ratings,GATPairNorm,32,64,1,9
290,Amazon-Ratings,GATPairNorm,32,128,1,0
291,Amazon-Ratings,GATPairNorm,32,128,1,1
292,Amazon-Ratings,GATPairNorm,32,128,1,2
293,Amazon-Ratings,GATPairNorm,32,128,1,3
294,Amazon-Ratings,GATPairNorm,32,128,1,4
295,Amazon-Ratings,GATPairNorm,32,128,1,5
296,Amazon-Ratings,GATPairNorm,32,128,1,6
297,Amazon-Ratings,GATPairNorm,32,128,1,7
298,Amazon-Ratings,GATPairNorm,32,128,1,8
299,Amazon-Ratings,GATPairNorm,32,128,1,9
300,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,0
301,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,1
302,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,2
303,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,3
304,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,4
305,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,5
306,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,6
307,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,7
308,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,8
309,Amazon-Ratings,GraphSAGEPairNorm,8,64,1,9
310,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,0
311,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,1
312,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,2
313,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,3
314,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,4
315,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,5
316,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,6
317,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,7
318,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,8
319,Amazon-Ratings,GraphSAGEPairNorm,8,128,1,9
320,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,0
321,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,1
322,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,2
323,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,3
324,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,4
325,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,5
326,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,6
327,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,7
328,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,8
329,Amazon-Ratings,GraphSAGEPairNorm,16,64,1,9
330,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,0
331,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,1
332,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,2
333,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,3
334,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,4
335,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,5
336,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,6
337,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,7
338,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,8
339,Amazon-Ratings,GraphSAGEPairNorm,16,128,1,9
340,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,0
341,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,1
342,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,2
343,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,3
344,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,4
345,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,5
346,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,6
347,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,7
348,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,8
349,Amazon-Ratings,GraphSAGEPairNorm,32,64,1,9
350,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,0
351,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,1
352,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,2
353,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,3
354,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,4
355,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,5
356,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,6
357,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,7
358,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,8
359,Amazon-Ratings,GraphSAGEPairNorm,32,128,1,9
