experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
0,Squirrel,GCN,8,64,1,0
1,Squirrel,GCN,8,64,1,1
2,Squirrel,GCN,8,64,1,2
3,Squirrel,GCN,8,64,1,3
4,Squirrel,GCN,8,64,1,4
5,Squirrel,GCN,8,64,1,5
6,Squirrel,GCN,8,64,1,6
7,Squirrel,GCN,8,64,1,7
8,Squirrel,GCN,8,64,1,8
9,Squirrel,GCN,8,64,1,9
10,Squirrel,GCN,8,128,1,0
11,Squirrel,GCN,8,128,1,1
12,Squirrel,GCN,8,128,1,2
13,Squirrel,GCN,8,128,1,3
14,Squirrel,GCN,8,128,1,4
15,Squirrel,GCN,8,128,1,5
16,Squirrel,GCN,8,128,1,6
17,Squirrel,GCN,8,128,1,7
18,Squirrel,GCN,8,128,1,8
19,Squirrel,GCN,8,128,1,9
20,Squirrel,GCN,16,64,1,0
21,Squirrel,GCN,16,64,1,1
22,Squirrel,GCN,16,64,1,2
23,Squirrel,GCN,16,64,1,3
24,Squirrel,GCN,16,64,1,4
25,Squirrel,GCN,16,64,1,5
26,Squirrel,GCN,16,64,1,6
27,Squirrel,GCN,16,64,1,7
28,Squirrel,GCN,16,64,1,8
29,Squirrel,GCN,16,64,1,9
30,Squirrel,GCN,16,128,1,0
31,Squirrel,GCN,16,128,1,1
32,Squirrel,GCN,16,128,1,2
33,Squirrel,GCN,16,128,1,3
34,Squirrel,GCN,16,128,1,4
35,Squirrel,GCN,16,128,1,5
36,Squirrel,GCN,16,128,1,6
37,Squirrel,GCN,16,128,1,7
38,Squirrel,GCN,16,128,1,8
39,Squirrel,GCN,16,128,1,9
40,Squirrel,GCN,32,64,1,0
41,Squirrel,GCN,32,64,1,1
42,Squirrel,GCN,32,64,1,2
43,Squirrel,GCN,32,64,1,3
44,Squirrel,GCN,32,64,1,4
45,Squirrel,GCN,32,64,1,5
46,Squirrel,GCN,32,64,1,6
47,Squirrel,GCN,32,64,1,7
48,Squirrel,GCN,32,64,1,8
49,Squirrel,GCN,32,64,1,9
50,Squirrel,GCN,32,128,1,0
51,Squirrel,GCN,32,128,1,1
52,Squirrel,GCN,32,128,1,2
53,Squirrel,GCN,32,128,1,3
54,Squirrel,GCN,32,128,1,4
55,Squirrel,GCN,32,128,1,5
56,Squirrel,GCN,32,128,1,6
57,Squirrel,GCN,32,128,1,7
58,Squirrel,GCN,32,128,1,8
59,Squirrel,GCN,32,128,1,9
60,Squirrel,GAT,8,64,1,0
61,Squirrel,GAT,8,64,1,1
62,Squirrel,GAT,8,64,1,2
63,Squirrel,GAT,8,64,1,3
64,Squirrel,GAT,8,64,1,4
65,Squirrel,GAT,8,64,1,5
66,Squirrel,GAT,8,64,1,6
67,Squirrel,GAT,8,64,1,7
68,Squirrel,GAT,8,64,1,8
69,Squirrel,GAT,8,64,1,9
70,Squirrel,GAT,8,128,1,0
71,Squirrel,GAT,8,128,1,1
72,Squirrel,GAT,8,128,1,2
73,Squirrel,GAT,8,128,1,3
74,Squirrel,GAT,8,128,1,4
75,Squirrel,GAT,8,128,1,5
76,Squirrel,GAT,8,128,1,6
77,Squirrel,GAT,8,128,1,7
78,Squirrel,GAT,8,128,1,8
79,Squirrel,GAT,8,128,1,9
80,Squirrel,GAT,16,64,1,0
81,Squirrel,GAT,16,64,1,1
82,Squirrel,GAT,16,64,1,2
83,Squirrel,GAT,16,64,1,3
84,Squirrel,GAT,16,64,1,4
85,Squirrel,GAT,16,64,1,5
86,Squirrel,GAT,16,64,1,6
87,Squirrel,GAT,16,64,1,7
88,Squirrel,GAT,16,64,1,8
89,Squirrel,GAT,16,64,1,9
90,Squirrel,GAT,16,128,1,0
91,Squirrel,GAT,16,128,1,1
92,Squirrel,GAT,16,128,1,2
93,Squirrel,GAT,16,128,1,3
94,Squirrel,GAT,16,128,1,4
95,Squirrel,GAT,16,128,1,5
96,Squirrel,GAT,16,128,1,6
97,Squirrel,GAT,16,128,1,7
98,Squirrel,GAT,16,128,1,8
99,Squirrel,GAT,16,128,1,9
100,Squirrel,GAT,32,64,1,0
101,Squirrel,GAT,32,64,1,1
102,Squirrel,GAT,32,64,1,2
103,Squirrel,GAT,32,64,1,3
104,Squirrel,GAT,32,64,1,4
105,Squirrel,GAT,32,64,1,5
106,Squirrel,GAT,32,64,1,6
107,Squirrel,GAT,32,64,1,7
108,Squirrel,GAT,32,64,1,8
109,Squirrel,GAT,32,64,1,9
110,Squirrel,GAT,32,128,1,0
111,Squirrel,GAT,32,128,1,1
112,Squirrel,GAT,32,128,1,2
113,Squirrel,GAT,32,128,1,3
114,Squirrel,GAT,32,128,1,4
115,Squirrel,GAT,32,128,1,5
116,Squirrel,GAT,32,128,1,6
117,Squirrel,GAT,32,128,1,7
118,Squirrel,GAT,32,128,1,8
119,Squirrel,GAT,32,128,1,9
120,Squirrel,GraphSAGE,8,64,1,0
121,Squirrel,GraphSAGE,8,64,1,1
122,Squirrel,GraphSAGE,8,64,1,2
123,Squirrel,GraphSAGE,8,64,1,3
124,Squirrel,GraphSAGE,8,64,1,4
125,Squirrel,GraphSAGE,8,64,1,5
126,Squirrel,GraphSAGE,8,64,1,6
127,Squirrel,GraphSAGE,8,64,1,7
128,Squirrel,GraphSAGE,8,64,1,8
129,Squirrel,GraphSAGE,8,64,1,9
130,Squirrel,GraphSAGE,8,128,1,0
131,Squirrel,GraphSAGE,8,128,1,1
132,Squirrel,GraphSAGE,8,128,1,2
133,Squirrel,GraphSAGE,8,128,1,3
134,Squirrel,GraphSAGE,8,128,1,4
135,Squirrel,GraphSAGE,8,128,1,5
136,Squirrel,GraphSAGE,8,128,1,6
137,Squirrel,GraphSAGE,8,128,1,7
138,Squirrel,GraphSAGE,8,128,1,8
139,Squirrel,GraphSAGE,8,128,1,9
140,Squirrel,GraphSAGE,16,64,1,0
141,Squirrel,GraphSAGE,16,64,1,1
142,Squirrel,GraphSAGE,16,64,1,2
143,Squirrel,GraphSAGE,16,64,1,3
144,Squirrel,GraphSAGE,16,64,1,4
145,Squirrel,GraphSAGE,16,64,1,5
146,Squirrel,GraphSAGE,16,64,1,6
147,Squirrel,GraphSAGE,16,64,1,7
148,Squirrel,GraphSAGE,16,64,1,8
149,Squirrel,GraphSAGE,16,64,1,9
150,Squirrel,GraphSAGE,16,128,1,0
151,Squirrel,GraphSAGE,16,128,1,1
152,Squirrel,GraphSAGE,16,128,1,2
153,Squirrel,GraphSAGE,16,128,1,3
154,Squirrel,GraphSAGE,16,128,1,4
155,Squirrel,GraphSAGE,16,128,1,5
156,Squirrel,GraphSAGE,16,128,1,6
157,Squirrel,GraphSAGE,16,128,1,7
158,Squirrel,GraphSAGE,16,128,1,8
159,Squirrel,GraphSAGE,16,128,1,9
160,Squirrel,GraphSAGE,32,64,1,0
161,Squirrel,GraphSAGE,32,64,1,1
162,Squirrel,GraphSAGE,32,64,1,2
163,Squirrel,GraphSAGE,32,64,1,3
164,Squirrel,GraphSAGE,32,64,1,4
165,Squirrel,GraphSAGE,32,64,1,5
166,Squirrel,GraphSAGE,32,64,1,6
167,Squirrel,GraphSAGE,32,64,1,7
168,Squirrel,GraphSAGE,32,64,1,8
169,Squirrel,GraphSAGE,32,64,1,9
170,Squirrel,GraphSAGE,32,128,1,0
171,Squirrel,GraphSAGE,32,128,1,1
172,Squirrel,GraphSAGE,32,128,1,2
173,Squirrel,GraphSAGE,32,128,1,3
174,Squirrel,GraphSAGE,32,128,1,4
175,Squirrel,GraphSAGE,32,128,1,5
176,Squirrel,GraphSAGE,32,128,1,6
177,Squirrel,GraphSAGE,32,128,1,7
178,Squirrel,GraphSAGE,32,128,1,8
179,Squirrel,GraphSAGE,32,128,1,9
