experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
0,Squirrel,GCN,2,64,1,0
1,Squirrel,GCN,2,64,1,1
2,Squirrel,GCN,2,64,1,2
3,Squirrel,GCN,2,64,1,3
4,Squirrel,GCN,2,64,1,4
5,Squirrel,GCN,2,64,1,5
6,Squirrel,GCN,2,64,1,6
7,Squirrel,GCN,2,64,1,7
8,Squirrel,GCN,2,64,1,8
9,Squirrel,GCN,2,64,1,9
10,Squirrel,GCN,2,128,1,0
11,Squirrel,GCN,2,128,1,1
12,Squirrel,GCN,2,128,1,2
13,Squirrel,GCN,2,128,1,3
14,Squirrel,GCN,2,128,1,4
15,Squirrel,GCN,2,128,1,5
16,Squirrel,GCN,2,128,1,6
17,Squirrel,GCN,2,128,1,7
18,Squirrel,GCN,2,128,1,8
19,Squirrel,GCN,2,128,1,9
20,Squirrel,GCN,4,64,1,0
21,Squirrel,GCN,4,64,1,1
22,Squirrel,GCN,4,64,1,2
23,Squirrel,GCN,4,64,1,3
24,Squirrel,GCN,4,64,1,4
25,Squirrel,GCN,4,64,1,5
26,Squirrel,GCN,4,64,1,6
27,Squirrel,GCN,4,64,1,7
28,Squirrel,GCN,4,64,1,8
29,Squirrel,GCN,4,64,1,9
30,Squirrel,GCN,4,128,1,0
31,Squirrel,GCN,4,128,1,1
32,Squirrel,GCN,4,128,1,2
33,Squirrel,GCN,4,128,1,3
34,Squirrel,GCN,4,128,1,4
35,Squirrel,GCN,4,128,1,5
36,Squirrel,GCN,4,128,1,6
37,Squirrel,GCN,4,128,1,7
38,Squirrel,GCN,4,128,1,8
39,Squirrel,GCN,4,128,1,9
40,Squirrel,GAT,2,64,1,0
41,Squirrel,GAT,2,64,1,1
42,Squirrel,GAT,2,64,1,2
43,Squirrel,GAT,2,64,1,3
44,Squirrel,GAT,2,64,1,4
45,Squirrel,GAT,2,64,1,5
46,Squirrel,GAT,2,64,1,6
47,Squirrel,GAT,2,64,1,7
48,Squirrel,GAT,2,64,1,8
49,Squirrel,GAT,2,64,1,9
50,Squirrel,GAT,2,128,1,0
51,Squirrel,GAT,2,128,1,1
52,Squirrel,GAT,2,128,1,2
53,Squirrel,GAT,2,128,1,3
54,Squirrel,GAT,2,128,1,4
55,Squirrel,GAT,2,128,1,5
56,Squirrel,GAT,2,128,1,6
57,Squirrel,GAT,2,128,1,7
58,Squirrel,GAT,2,128,1,8
59,Squirrel,GAT,2,128,1,9
60,Squirrel,GAT,4,64,1,0
61,Squirrel,GAT,4,64,1,1
62,Squirrel,GAT,4,64,1,2
63,Squirrel,GAT,4,64,1,3
64,Squirrel,GAT,4,64,1,4
65,Squirrel,GAT,4,64,1,5
66,Squirrel,GAT,4,64,1,6
67,Squirrel,GAT,4,64,1,7
68,Squirrel,GAT,4,64,1,8
69,Squirrel,GAT,4,64,1,9
70,Squirrel,GAT,4,128,1,0
71,Squirrel,GAT,4,128,1,1
72,Squirrel,GAT,4,128,1,2
73,Squirrel,GAT,4,128,1,3
74,Squirrel,GAT,4,128,1,4
75,Squirrel,GAT,4,128,1,5
76,Squirrel,GAT,4,128,1,6
77,Squirrel,GAT,4,128,1,7
78,Squirrel,GAT,4,128,1,8
79,Squirrel,GAT,4,128,1,9
80,Squirrel,GraphSAGE,2,64,1,0
81,Squirrel,GraphSAGE,2,64,1,1
82,Squirrel,GraphSAGE,2,64,1,2
83,Squirrel,GraphSAGE,2,64,1,3
84,Squirrel,GraphSAGE,2,64,1,4
85,Squirrel,GraphSAGE,2,64,1,5
86,Squirrel,GraphSAGE,2,64,1,6
87,Squirrel,GraphSAGE,2,64,1,7
88,Squirrel,GraphSAGE,2,64,1,8
89,Squirrel,GraphSAGE,2,64,1,9
90,Squirrel,GraphSAGE,2,128,1,0
91,Squirrel,GraphSAGE,2,128,1,1
92,Squirrel,GraphSAGE,2,128,1,2
93,Squirrel,GraphSAGE,2,128,1,3
94,Squirrel,GraphSAGE,2,128,1,4
95,Squirrel,GraphSAGE,2,128,1,5
96,Squirrel,GraphSAGE,2,128,1,6
97,Squirrel,GraphSAGE,2,128,1,7
98,Squirrel,GraphSAGE,2,128,1,8
99,Squirrel,GraphSAGE,2,128,1,9
100,Squirrel,GraphSAGE,4,64,1,0
101,Squirrel,GraphSAGE,4,64,1,1
102,Squirrel,GraphSAGE,4,64,1,2
103,Squirrel,GraphSAGE,4,64,1,3
104,Squirrel,GraphSAGE,4,64,1,4
105,Squirrel,GraphSAGE,4,64,1,5
106,Squirrel,GraphSAGE,4,64,1,6
107,Squirrel,GraphSAGE,4,64,1,7
108,Squirrel,GraphSAGE,4,64,1,8
109,Squirrel,GraphSAGE,4,64,1,9
110,Squirrel,GraphSAGE,4,128,1,0
111,Squirrel,GraphSAGE,4,128,1,1
112,Squirrel,GraphSAGE,4,128,1,2
113,Squirrel,GraphSAGE,4,128,1,3
114,Squirrel,GraphSAGE,4,128,1,4
115,Squirrel,GraphSAGE,4,128,1,5
116,Squirrel,GraphSAGE,4,128,1,6
117,Squirrel,GraphSAGE,4,128,1,7
118,Squirrel,GraphSAGE,4,128,1,8
119,Squirrel,GraphSAGE,4,128,1,9
120,Squirrel,GCNPairNorm,2,64,1,0
121,Squirrel,GCNPairNorm,2,64,1,1
122,Squirrel,GCNPairNorm,2,64,1,2
123,Squirrel,GCNPairNorm,2,64,1,3
124,Squirrel,GCNPairNorm,2,64,1,4
125,Squirrel,GCNPairNorm,2,64,1,5
126,Squirrel,GCNPairNorm,2,64,1,6
127,Squirrel,GCNPairNorm,2,64,1,7
128,Squirrel,GCNPairNorm,2,64,1,8
129,Squirrel,GCNPairNorm,2,64,1,9
130,Squirrel,GCNPairNorm,2,128,1,0
131,Squirrel,GCNPairNorm,2,128,1,1
132,Squirrel,GCNPairNorm,2,128,1,2
133,Squirrel,GCNPairNorm,2,128,1,3
134,Squirrel,GCNPairNorm,2,128,1,4
135,Squirrel,GCNPairNorm,2,128,1,5
136,Squirrel,GCNPairNorm,2,128,1,6
137,Squirrel,GCNPairNorm,2,128,1,7
138,Squirrel,GCNPairNorm,2,128,1,8
139,Squirrel,GCNPairNorm,2,128,1,9
140,Squirrel,GCNPairNorm,4,64,1,0
141,Squirrel,GCNPairNorm,4,64,1,1
142,Squirrel,GCNPairNorm,4,64,1,2
143,Squirrel,GCNPairNorm,4,64,1,3
144,Squirrel,GCNPairNorm,4,64,1,4
145,Squirrel,GCNPairNorm,4,64,1,5
146,Squirrel,GCNPairNorm,4,64,1,6
147,Squirrel,GCNPairNorm,4,64,1,7
148,Squirrel,GCNPairNorm,4,64,1,8
149,Squirrel,GCNPairNorm,4,64,1,9
150,Squirrel,GCNPairNorm,4,128,1,0
151,Squirrel,GCNPairNorm,4,128,1,1
152,Squirrel,GCNPairNorm,4,128,1,2
153,Squirrel,GCNPairNorm,4,128,1,3
154,Squirrel,GCNPairNorm,4,128,1,4
155,Squirrel,GCNPairNorm,4,128,1,5
